Estacion,Region,Latitude,Longitude,Altitude,Mean value,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
Santa Rosa Aero,PAMPEANA,-36.57,-64.27,175,Min Temperature,16.4,15.1,13.4,9.2,5.7,3,2,3.4,5.7,9.2,12.2,15.1
Santa Rosa Aero,PAMPEANA,-36.57,-64.27,175,Hunidity,58.6,62.6,69.6,72.1,75.4,75.9,72.7,64.8,63,62.1,57.6,55.4
Santa Rosa Aero,PAMPEANA,-36.57,-64.27,175,Wind speed,,,,,,,,,,,,
Santa Rosa Aero,PAMPEANA,-36.57,-64.27,175,Nubosidad total (octavos),3.4,3.1,3.4,3.6,4.2,4.6,4.3,4,4,3.9,3.6,3.4
Santa Rosa Aero,PAMPEANA,-36.57,-64.27,175,Precipitation ,94.6,81,102.3,58,32.9,15.5,21.5,28.1,50.9,74.7,81.7,104.3
Santa Rosa Aero,PAMPEANA,-36.57,-64.27,175,Precipitation freq,9.1,6.8,8,6,5.1,4.3,4.3,3.7,5.7,8.5,7.8,8.4
Coronel Suarez Aero,PAMPEANA,-37.47,-61.93,234,Temperature,21,19.8,17.5,13.3,9.5,6.6,5.9,7.9,10.3,13.5,16.6,20
Coronel Suarez Aero,PAMPEANA,-37.47,-61.93,234,Max Temperature,28.7,27.4,24.8,20.4,16.1,12.7,12.3,14.9,17.1,20.3,23.9,27.4
Coronel Suarez Aero,PAMPEANA,-37.47,-61.93,234,Min Temperature,13.8,12.7,11.1,7,3.8,1.3,0.4,1.4,3.4,6.6,9.3,12
Coronel Suarez Aero,PAMPEANA,-37.47,-61.93,234,Hunidity,64.7,69.4,74.4,76.7,79.7,81.1,79.1,72.8,71.3,71.7,66.9,62.1
Coronel Suarez Aero,PAMPEANA,-37.47,-61.93,234,Wind speed,,,,,,,,,,,,
Coronel Suarez Aero,PAMPEANA,-37.47,-61.93,234,Nubosidad total (octavos),3.9,3.5,3.7,3.7,4.2,4.6,4.3,4.2,4.1,4.1,3.9,3.9
Coronel Suarez Aero,PAMPEANA,-37.47,-61.93,234,Precipitation ,112.3,80.4,95.9,70.9,47.4,22.1,28.5,32.4,58.1,99.7,74.3,84.1
Coronel Suarez Aero,PAMPEANA,-37.47,-61.93,234,Precipitation freq,9.2,6.6,8.9,7.2,6.1,5,5.3,5,6.8,9.7,8.8,8.9
Tandil Aero,PAMPEANA,-37.25,-59.13,175,Temperature,20.8,19.7,17.6,13.5,10,7.2,6.3,8.1,10.1,13.5,16.4,19.3
Tandil Aero,PAMPEANA,-37.25,-59.13,175,Max Temperature,28.1,26.8,24.3,20.3,16.4,13,12.4,14.7,16.6,19.8,23,26.4
Tandil Aero,PAMPEANA,-37.25,-59.13,175,Min Temperature,13.6,13,11.5,7.6,4.8,2.3,1.4,2.6,4.1,7.2,9.7,11.9
Tandil Aero,PAMPEANA,-37.25,-59.13,175,Hunidity,68.3,73,76.9,78.1,80.7,81,80.7,76.2,74.6,73.5,70.7,66.5
Tandil Aero,PAMPEANA,-37.25,-59.13,175,Wind speed,13.8,12.7,12,11.1,11.4,12.1,12.5,14,15.4,15.5,14.9,14.4
Tandil Aero,PAMPEANA,-37.25,-59.13,175,Nubosidad total (octavos),3.5,3.4,3.6,3.6,4.1,4.5,4.4,4.2,4.2,4.1,3.9,3.5
Tandil Aero,PAMPEANA,-37.25,-59.13,175,Precipitation ,108.5,90.2,98.8,71.3,59.7,37.2,37.6,45.2,58.6,97.7,94.6,79.2
Tandil Aero,PAMPEANA,-37.25,-59.13,175,Precipitation freq,8.7,6.9,8.3,6.7,5.9,5.5,6.1,5.5,6.8,9.2,8.5,7.4
Dolores Aero,PAMPEANA,-36.33,-57.68,6,Temperature,21.8,20.8,19,15.1,11.6,8.7,7.8,9.8,11.7,14.9,17.6,20.3
Dolores Aero,PAMPEANA,-36.33,-57.68,6,Max Temperature,28.6,27.4,25.6,21.6,17.9,14.3,13.6,15.9,17.5,21,23.8,27
Dolores Aero,PAMPEANA,-36.33,-57.68,6,Min Temperature,,14.7,13.3,,,,,,,,,
Dolores Aero,PAMPEANA,-36.33,-57.68,6,Hunidity,73.5,77.2,79.8,81.5,83.4,84.9,84,81.3,79.7,77.6,75.3,72
Dolores Aero,PAMPEANA,-36.33,-57.68,6,Wind speed,10,8.4,7.6,7.9,7.7,8.2,9.9,10.2,11.2,11.4,12,10.8
Dolores Aero,PAMPEANA,-36.33,-57.68,6,Nubosidad total (octavos),3.6,3.3,3.4,3.5,3.9,4.3,4.2,4,4,4,3.8,3.6
Dolores Aero,PAMPEANA,-36.33,-57.68,6,Precipitation ,108.4,99.8,90.4,97.4,58.7,59.9,59.6,59,,102.1,108.7,83.9
Dolores Aero,PAMPEANA,-36.33,-57.68,6,Precipitation freq,8.3,8.1,8.4,7.9,7.2,7.4,7.2,6.7,,9.7,9.4,8.3
Pigue Aero,PAMPEANA,-37.6,-62.4,287,Temperature,21.1,20,17.6,13.4,9.7,6.8,6.1,8.2,10.2,13.5,16.7,20.1
Pigue Aero,PAMPEANA,-37.6,-62.4,287,Max Temperature,28.8,27.4,24.5,19.8,15.6,12.2,11.6,14.4,16.7,20,23.7,27.5
Pigue Aero,PAMPEANA,-37.6,-62.4,287,Min Temperature,14.3,13.3,11.7,7.7,4.6,2.1,1.2,2.5,4.1,7.3,9.9,12.8
Pigue Aero,PAMPEANA,-37.6,-62.4,287,Hunidity,61,65.6,70.9,73.8,77.3,78.7,76.5,69.2,69,68,63.8,58.5
Pigue Aero,PAMPEANA,-37.6,-62.4,287,Wind speed,11.9,10.8,10.2,9.1,8.8,9.4,10.9,12,12.8,12.4,12.9,12.5
Pigue Aero,PAMPEANA,-37.6,-62.4,287,Nubosidad total (octavos),3.8,3.6,3.8,3.9,4.5,5,4.6,4.5,4.3,4.2,4.1,3.9
Pigue Aero,PAMPEANA,-37.6,-62.4,287,Precipitation ,,101.6,92.8,,,22.5,26.2,34.8,63.2,95.5,87.1,88.3
Pigue Aero,PAMPEANA,-37.6,-62.4,287,Precipitation freq,,7.4,8.4,,,6.3,6.5,5.9,7.2,9.7,8.9,8.9
Tres Arroyos,PAMPEANA,-38.38,-60.28,123,Temperature,21.5,20.4,18.1,14.1,10.6,7.8,7.1,8.8,10.6,13.8,16.9,20
Tres Arroyos,PAMPEANA,-38.38,-60.28,123,Max Temperature,29.3,27.7,25.1,20.6,16.4,13.1,12.5,14.9,17,20.2,23.8,27.4
Tres Arroyos,PAMPEANA,-38.38,-60.28,123,Min Temperature,15.1,14.5,12.9,9.2,6.3,3.8,3,4,5.4,8.2,10.8,13.3
Tres Arroyos,PAMPEANA,-38.38,-60.28,123,Hunidity,60,66.5,70.6,73,76.7,77,76.1,70.6,70.1,68.9,64.3,59.3
Tres Arroyos,PAMPEANA,-38.38,-60.28,123,Wind speed,14.9,13.4,12.7,12.9,12.1,13,13.1,13.7,13.8,15.1,15.4,16.4
Tres Arroyos,PAMPEANA,-38.38,-60.28,123,Nubosidad total (octavos),3.7,3.6,3.8,3.9,4.6,4.9,4.8,4.6,4.6,4.3,4.1,3.7
Tres Arroyos,PAMPEANA,-38.38,-60.28,123,Precipitation ,85.1,99.5,83.5,74.5,59.3,34.5,43.2,42.3,63.1,82.5,88.3,80
Tres Arroyos,PAMPEANA,-38.38,-60.28,123,Precipitation freq,9.2,8.2,9.5,9.3,8.3,7.3,9,7.7,8.8,10.8,9.5,9.1
Mar Del Plata Aero,PAMPEANA,-37.93,-57.58,22,Temperature,20.4,19.8,18.2,14.5,11.2,8.4,7.5,8.8,10.4,13.3,15.9,18.5
Mar Del Plata Aero,PAMPEANA,-37.93,-57.58,22,Max Temperature,26.5,25.6,23.9,20.4,16.8,13.6,12.7,14.5,15.9,18.9,21.7,24.5
Mar Del Plata Aero,PAMPEANA,-37.93,-57.58,22,Min Temperature,14.6,14.3,13,9.2,6.3,3.8,3.1,4.1,5.3,7.8,10.2,12.6
Mar Del Plata Aero,PAMPEANA,-37.93,-57.58,22,Hunidity,74.4,76.9,79.3,80.5,82.4,82.7,82.5,80.8,79.6,78.4,76.5,74.6
Mar Del Plata Aero,PAMPEANA,-37.93,-57.58,22,Wind speed,16,14.8,13.7,12.3,12.2,12.8,12.6,13.6,14,15.4,15.8,16.2
Mar Del Plata Aero,PAMPEANA,-37.93,-57.58,22,Nubosidad total (octavos),3.7,3.7,3.8,4,4.3,4.7,4.6,4.5,4.5,4.2,4.1,3.8
Mar Del Plata Aero,PAMPEANA,-37.93,-57.58,22,Precipitation ,94.9,93.9,95.7,85.5,66.4,57.4,55.7,55.9,57.3,89.3,81.3,92.8
Mar Del Plata Aero,PAMPEANA,-37.93,-57.58,22,Precipitation freq,8.3,7.9,9,9.1,8.6,8.5,8.8,7.9,7.9,9.8,9.6,8.8
Neuquen Aero,PATAGONIA,-38.95,-68.07,273,Temperature,23.7,22.3,18.9,13.4,9.2,6.6,5.8,8.1,11.4,15.6,19.4,22.4
Neuquen Aero,PATAGONIA,-38.95,-68.07,273,Max Temperature,31.9,30.6,27,21.6,16.5,12.9,12.9,15.9,18.9,23.2,27.1,30.2
Neuquen Aero,PATAGONIA,-38.95,-68.07,273,Min Temperature,15.5,14.2,11.6,6.8,3.5,1.5,0.2,1.6,4.4,8.2,11.6,14.5
Neuquen Aero,PATAGONIA,-38.95,-68.07,273,Hunidity,36.7,44,53.4,62.2,67.7,71.7,68.5,58.7,51.1,44.3,38.3,36.1
Neuquen Aero,PATAGONIA,-38.95,-68.07,273,Wind speed,12.8,11.3,9.9,8.8,8.3,9.3,9.5,9.7,10.3,12.8,13.9,13.8
Neuquen Aero,PATAGONIA,-38.95,-68.07,273,Nubosidad total (octavos),2.6,2.6,3.1,3.5,4.3,4.8,4.4,4.3,4,3.8,3.4,3.1
Neuquen Aero,PATAGONIA,-38.95,-68.07,273,Precipitation ,12.9,11.9,23.6,15.3,21.1,23.5,15.9,11.4,19.3,20.3,14.5,11.2
Neuquen Aero,PATAGONIA,-38.95,-68.07,273,Precipitation freq,2.7,2.6,3.5,4.9,5.5,7.1,4.9,3.9,4.6,4.1,2.9,3
Bahia Blanca Aero,PAMPEANA,-38.72,-62.28,76,Temperature,23.6,22.1,19.4,14.9,11.1,8.1,7.5,9.4,11.6,15.1,18.7,22
Bahia Blanca Aero,PAMPEANA,-38.72,-62.28,76,Max Temperature,31.1,29.6,26.6,21.8,17.5,14.1,13.7,16.3,18.5,22.2,25.9,29.3
Bahia Blanca Aero,PAMPEANA,-38.72,-62.28,76,Min Temperature,16.3,15.2,13.4,9.2,6,3.3,2.4,3.9,5.6,8.5,11.4,14.4
Bahia Blanca Aero,PAMPEANA,-38.72,-62.28,76,Hunidity,54.1,60.5,66.5,70.5,74.5,75.1,73.8,68.9,67.2,64.8,58.5,53.3
Bahia Blanca Aero,PAMPEANA,-38.72,-62.28,76,Wind speed,,,,,,,,,,,,
Bahia Blanca Aero,PAMPEANA,-38.72,-62.28,76,Nubosidad total (octavos),3.3,3,3.3,3.5,4,4.3,4.1,4.1,4,3.9,3.6,3.4
Bahia Blanca Aero,PAMPEANA,-38.72,-62.28,76,Precipitation ,67.1,67.1,75.2,54.5,41.2,31.5,31.1,34.5,51.6,73.3,56.8,67.3
Bahia Blanca Aero,PAMPEANA,-38.72,-62.28,76,Precipitation freq,7.6,6.4,8.1,7,5.5,5.9,5.9,5.1,6.7,8.9,7,7
Bariloche Aero,PATAGONIA,-41.15,-71.16,840,Temperature,15,14.8,11.9,7.9,4.9,2.9,2.1,3,5.1,8,10.8,13.5
Bariloche Aero,PATAGONIA,-41.15,-71.16,840,Max Temperature,22.6,23,19.7,14.6,10.2,6.9,6.7,8.3,11.5,14.8,17.9,20.5
Bariloche Aero,PATAGONIA,-41.15,-71.16,840,Min Temperature,6.6,6.3,4.7,2.3,0.6,-0.6,-1.6,-1.1,-0.2,1.8,3.7,5.9
Bariloche Aero,PATAGONIA,-41.15,-71.16,840,Hunidity,54.1,54.8,62.4,69.8,76.4,80.2,78.9,75.9,68.2,62.5,57.7,54.9
Bariloche Aero,PATAGONIA,-41.15,-71.16,840,Wind speed,22.9,19.8,18.3,19.1,15.9,17.9,16.6,16.8,17.1,23.4,25.4,25.2
Bariloche Aero,PATAGONIA,-41.15,-71.16,840,Nubosidad total (octavos),2.9,2.7,3.4,4,4.9,5.5,5,4.8,4.2,4,3.6,3.3
Bariloche Aero,PATAGONIA,-41.15,-71.16,840,Precipitation ,20,15.3,35.2,58.9,130.1,170.1,122.1,101.4,56.5,49.4,29.3,23.4
Bariloche Aero,PATAGONIA,-41.15,-71.16,840,Precipitation freq,3.7,3.4,6.7,8.2,13.6,16.1,14,13,9.1,8.3,5.4,4.6
Maquinchao,PATAGONIA,-41.25,-68.73,888,Temperature,18,17.5,14.1,8.9,4.4,1.4,0.5,2.7,5.7,9.8,13.5,16.6
Maquinchao,PATAGONIA,-41.25,-68.73,888,Max Temperature,26.4,25.7,21.9,16.3,10.9,6.6,6.2,9.2,12.9,16.9,20.9,24.2
Maquinchao,PATAGONIA,-41.25,-68.73,888,Min Temperature,9.3,9.1,6.6,2.3,-0.6,-2.9,-4.6,-3.1,-1.1,2.3,5.4,7.9
Maquinchao,PATAGONIA,-41.25,-68.73,888,Hunidity,42.8,46.9,52.7,59.6,67.1,72,69.5,64.5,58.1,52.3,47.6,44.8
Maquinchao,PATAGONIA,-41.25,-68.73,888,Wind speed,11.6,9.1,8.4,8,6.1,7.5,6.9,8.3,8.3,12.6,13.7,12.7
Maquinchao,PATAGONIA,-41.25,-68.73,888,Nubosidad total (octavos),2.8,2.7,3.3,3.5,4,4.4,3.9,3.9,3.7,3.7,3.5,3.2
Maquinchao,PATAGONIA,-41.25,-68.73,888,Precipitation ,,,26.2,20.7,23.3,28.1,,11.5,14.9,18.6,,
Maquinchao,PATAGONIA,-41.25,-68.73,888,Precipitation freq,,,3.2,3.6,5.1,6.9,,3.4,3.5,3.2,,
Viedma Aero,PATAGONIA,-40.87,-63,11,Temperature,22.1,20.8,18.3,13.8,9.9,7.2,6.6,8.2,10.5,14.3,17.7,20.6
Viedma Aero,PATAGONIA,-40.87,-63,11,Max Temperature,29.4,28.3,25.3,20.9,16.3,13.1,12.8,15.1,17.5,21.4,25,27.9
Viedma Aero,PATAGONIA,-40.87,-63,11,Min Temperature,14.7,14.1,12,7.8,4.7,2.4,1.5,2.3,4,7.1,10.1,12.9
Viedma Aero,PATAGONIA,-40.87,-63,11,Hunidity,50.2,56.1,62.8,67.3,73.4,75,72.1,66.9,64,57.8,51,48.2
Viedma Aero,PATAGONIA,-40.87,-63,11,Wind speed,,,,,,,,,,,,
Viedma Aero,PATAGONIA,-40.87,-63,11,Nubosidad total (octavos),2.9,2.8,3.1,3.3,3.9,4.2,4,3.9,3.8,3.6,3.4,3.1
Viedma Aero,PATAGONIA,-40.87,-63,11,Precipitation ,31.4,43,54.1,41.8,28.8,25.6,26,22.3,25.2,30.3,23.6,21.3
Viedma Aero,PATAGONIA,-40.87,-63,11,Precipitation freq,5.2,5.6,6,6.4,7.1,8,7.2,5.8,5.5,6.1,5.1,5
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Temperature,15.1,15,12.3,8.2,4.9,2.4,1.5,3.2,5.5,8.4,11.2,13.6
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Max Temperature,21.7,22.2,19.1,14.4,10.1,6.7,6.1,8.5,11.8,14.7,17.6,19.9
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Min Temperature,8.2,7.7,5.5,2.7,0.5,-1.8,-2.8,-1.4,0,2.3,4.7,7
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Hunidity,48,50.1,56.5,63.5,72.2,76.6,75.5,70.9,62.9,55.2,50,48.1
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Wind speed,23.4,20,17.2,17.4,14.5,15.4,14.6,14.7,15.8,20.6,23.5,23.8
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Nubosidad total (octavos),3.3,3,3.5,3.8,4.4,4.7,4.5,4.3,4.1,3.9,3.7,3.6
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Precipitation ,18.8,18.4,24.5,43.1,65,79.4,60.2,47,35.7,28.3,20.8,20.8
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Precipitation freq,3.8,3.7,5.6,7,9.7,11,9.4,9.6,7.3,6.1,4.4,4.1
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Temperature,21.5,20.3,17.6,13.3,9.2,6.2,5.8,7.7,10.4,14.1,17.4,20
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Max Temperature,29.2,28.1,25,20.7,15.7,12.2,12.3,14.8,17.5,21.2,24.9,27.5
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Min Temperature,13.6,12.6,10.5,6.7,3.4,0.8,0.2,1.4,3.6,6.5,9.5,11.9
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Hunidity,41.7,49,53.6,57,65.7,69.6,66.9,61.2,56.6,49.6,44.1,41.7
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Wind speed,24.2,23,20.2,19.1,16.6,17.7,17.9,18.4,18.3,22.5,23.7,23.9
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Nubosidad total (octavos),3.6,3.5,3.7,3.8,4.3,4.3,4.2,4.2,4.2,4.2,3.9,3.9
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Precipitation ,13.6,18.9,23.3,24.8,26.3,22.2,17.8,13.9,14.6,19.2,13.7,13.9
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Precipitation freq,3.8,4.1,5.4,4.6,7.1,8,6,6.3,6.1,6,4.7,3.9
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Temperature,19.7,18.8,16.3,13.1,9.6,6.9,6.6,7.9,10.1,13,15.9,18.2
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Max Temperature,26.1,25,22.4,18.6,14.2,10.9,10.8,12.8,15.4,18.8,22.1,24.5
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Min Temperature,13.6,12.9,10.9,8.3,5.5,3.1,2.7,3.6,5.1,7.5,10,12.1
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Hunidity,37.9,42.7,47.2,49.4,57.3,60.1,57.2,54.2,51.5,45.9,40.8,38.9
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Wind speed,25.9,21.2,20.7,22.8,19.4,22.4,19.5,19.2,19.5,23.3,25.1,25.6
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Nubosidad total (octavos),4.3,4.1,4.1,4.2,4.5,4.5,4.5,4.4,4.5,4.6,4.5,4.5
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Precipitation ,11.6,14.4,18.2,25.4,37.4,35.9,23.4,20.1,20.1,16.4,14.5,10.1
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Precipitation freq,2.9,3.5,4.7,5,6.9,6.7,5.8,6.1,6.3,5.4,4.6,3.9
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Temperature,16.3,15.6,13.2,9.8,6.2,3.4,3.2,4.8,7.4,10.4,13.2,15.1
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Max Temperature,23.1,22.2,19.7,15.7,10.7,7.1,7.3,9.9,13.3,16.6,19.6,21.5
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Min Temperature,9.7,9.2,7.4,4.9,2,-0.1,-0.4,0.6,2.2,4.4,6.7,8.6
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Hunidity,50.9,55.3,58,62.5,69.9,74.4,72.4,68.1,62.3,56.4,51.6,51.4
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Wind speed,30.2,28.8,26.8,26.8,25.5,26.2,25.2,24.9,25.6,28.7,29.6,30.8
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Nubosidad total (octavos),4.6,4.3,4,4,3.9,3.9,3.8,3.9,4.1,4.3,4.6,4.7
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Precipitation ,14.3,22.5,23.4,19.1,31.1,33.7,22.5,18.3,14.3,17.3,14.9,20.2
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Precipitation freq,6.4,6.3,6.7,7.4,8.6,8.4,6.5,6.8,5.9,6.4,6.6,7.5
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Temperature,13.8,13.2,10.8,7.6,4.2,1.4,1.2,3.1,5.7,8.4,11.1,12.8
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Max Temperature,20,19.6,17,13.2,8.4,4.9,4.8,7.4,11.3,14.8,17.2,18.8
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Min Temperature,7.6,7.1,5.3,2.9,0.2,-2,-2.4,-0.6,0.9,2.4,4.8,6.6
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Hunidity,52.4,56.8,62.3,68.9,76.2,80.2,78.4,73.7,66.4,58,52.8,52
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Wind speed,27.1,25.6,22.8,22.5,19.4,19,18.6,19.7,20.3,24.1,26.7,27.4
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Nubosidad total (octavos),5.6,5.2,4.9,4.8,4.5,4.3,4.3,4.4,4.7,4.8,5.2,5.6
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Precipitation ,27.7,27.1,26.7,26.7,26.9,18.3,19.2,16.9,13.3,16.9,22.7,25.9
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Precipitation freq,10.1,7.9,8.7,8.6,8.3,7.3,7.4,6.4,6.2,6,8,9.6
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Temperature,10.9,10.3,8.1,5.5,2.6,-0.1,-0.2,1.4,3.5,6.2,8.4,10
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Max Temperature,16.1,15.7,13.5,10.5,6.5,3.1,3,5.2,8.3,11.4,13.4,15.1
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Min Temperature,5.7,5.4,3.5,1.6,-0.8,-3.2,-3.1,-1.7,-0.2,1.6,3.3,4.8
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Hunidity,72.7,74.6,77.8,82.4,86,87.7,86.5,84.5,79.5,73.8,70,70.6
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Wind speed,29.1,27.2,25.3,23.4,19.8,17.4,18,20.6,21.9,26.6,28.1,29.6
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Nubosidad total (octavos),5.5,5.2,4.9,4.7,4.4,4.1,4.1,4.2,4.5,4.8,5.2,5.5
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Precipitation ,36,29.7,27.2,28.8,29.4,26.7,23.9,20.7,17.1,18.5,27,36
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Precipitation freq,12.4,10.9,9.9,9.8,9.9,8,7.6,7.6,7.9,7.8,9.2,11.3
